Customer_ID,Gender,Age,Married,Number_of_Dependents,City,Zip_Code,Latitude,Longitude,Number_of_Referrals,Tenure_in_Months,Offer,Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
0464-WJTKO,Female,39,1,2,Cedarville,96104,41.505916595458984,-120.15250396728516,10,72,None,1,14.170000076293945,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Two Year,0,Bank Withdrawal,20.100000381469727,1460.8499755859375,0,0,1020.239990234375,2481.090087890625,Stayed,NULL,NULL
0468-YRPXN,Male,62,0,0,Lomita,90717,33.79420852661133,-118.31735229492188,0,29,Offer C,1,48.20000076293945,0,1,Fiber Optic,19,0,0,1,1,1,1,1,1,Month-to-Month,1,Credit Card,98.80000305175781,2807.10009765625,0,0,1397.800048828125,4204.89990234375,Stayed,NULL,NULL
0471-ARVMX,Female,70,1,0,Kelseyville,95451,38.934959411621094,-122.79224395751953,8,62,Offer B,1,22.739999771118164,1,1,Fiber Optic,18,1,0,1,0,1,1,1,1,One Year,1,Bank Withdrawal,104.8499984741211,6312.89990234375,0,0,1409.8800048828125,7722.77978515625,Stayed,NULL,NULL
0471-LVHGK,Male,34,1,0,Orangevale,95662,38.68917465209961,-121.21843719482422,1,41,None,1,15.90999984741211,1,1,DSL,29,0,0,1,0,1,1,1,1,One Year,1,Bank Withdrawal,73,3001.199951171875,0,0,652.3099975585938,3653.510009765625,Churned,Competitor,Competitor offered higher download speeds
0475-RIJEP,Male,47,0,0,Pinecrest,95364,38.22486877441406,-119.75572967529297,0,43,Offer B,1,49.130001068115234,1,1,Fiber Optic,25,0,1,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,77.8499984741211,3365.85009765625,0,0,2112.590087890625,5478.43994140625,Churned,Price,Lack of affordable download/upload speed
0479-HMSWA,Female,63,0,1,San Clemente,92672,33.42948913574219,-117.60942840576172,0,26,Offer C,1,2.4800000190734863,0,1,Fiber Optic,19,0,1,1,1,1,1,1,1,Two Year,1,Bank Withdrawal,105.44999694824219,2715.300048828125,0,0,64.4800033569336,2779.780029296875,Stayed,NULL,NULL
0480-BIXDE,Female,58,1,0,Beale Afb,95903,39.12531280517578,-121.39228057861328,9,19,Offer D,1,10.680000305175781,0,1,Fiber Optic,23,0,0,1,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,96.80000305175781,1743.050048828125,0,0,202.9199981689453,1945.969970703125,Stayed,NULL,NULL
0480-KYJVA,Female,42,1,3,Sacramento,95835,38.6850700378418,-121.54370880126953,8,72,None,1,47.599998474121094,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Two Year,0,Credit Card,24.25,1784.5,49.7599983215332,0,3427.199951171875,5161.93994140625,Stayed,NULL,NULL
0481-SUMCB,Female,74,0,0,Greenville,95947,40.16038513183594,-120.8354263305664,0,45,Offer B,1,34.119998931884766,1,1,Fiber Optic,15,0,0,1,0,1,1,0,1,One Year,1,Bank Withdrawal,102.1500015258789,4735.35009765625,0,0,1535.4000244140625,6270.75,Stayed,NULL,NULL
0484-FFVBJ,Male,43,0,0,Fort Bragg,95437,39.4555549621582,-123.68397521972656,0,32,None,1,15.520000457763672,0,1,DSL,12,0,0,0,0,1,1,1,1,One Year,1,Bank Withdrawal,64.8499984741211,2010.949951171875,0,0,496.6400146484375,2507.590087890625,Stayed,NULL,NULL
0484-JPBRU,Male,23,0,0,Petaluma,94954,38.23501968383789,-122.55733489990234,0,41,None,1,41.209999084472656,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Month-to-Month,1,Bank Withdrawal,25.25,996.4500122070312,0,0,1689.6099853515625,2686.06005859375,Stayed,NULL,NULL
0485-ZBSLN,Male,52,1,2,Mecca,92254,33.5438346862793,-115.99390411376953,4,65,None,1,36.5,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Two Year,0,Credit Card,24.75,1715.0999755859375,0,0,2372.5,4087.60009765625,Stayed,NULL,NULL
0486-HECZI,Male,37,1,1,Torrance,90504,33.86725616455078,-118.33079528808594,0,55,None,1,49.060001373291016,1,1,Fiber Optic,27,1,1,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,96.75,5238.89990234375,0,0,2698.300048828125,7937.2001953125,Churned,Price,Long distance charges
0486-LGCCH,Male,48,1,2,Victorville,92394,34.56705856323242,-117.3623275756836,2,11,Offer D,1,40.7599983215332,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Two Year,0,Credit Card,19.649999618530273,225.75,0,0,448.3599853515625,674.1099853515625,Stayed,NULL,NULL
0487-CRLZF,Female,58,0,0,Poway,92064,32.98439407348633,-117.0134506225586,0,49,Offer B,1,7.510000228881836,0,1,DSL,13,0,0,1,1,1,1,1,1,Two Year,1,Bank Withdrawal,74.44999694824219,3721.89990234375,0,0,367.989990234375,4089.889892578125,Stayed,NULL,NULL
0487-RPVUM,Male,49,1,0,Mount Hermon,95041,37.05116653442383,-122.05619049072266,1,61,None,1,15.149999618530273,1,1,Fiber Optic,28,1,0,1,1,1,0,0,1,Month-to-Month,0,Bank Withdrawal,99.4000015258789,5943.64990234375,0,0,924.1500244140625,6867.7998046875,Stayed,NULL,NULL
0487-VVUVK,Male,49,1,2,Santa Barbara,93109,34.40625762939453,-119.72693634033203,5,25,None,1,19.09000015258789,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Month-to-Month,1,Credit Card,19.149999618530273,477.6000061035156,0,0,477.25,954.8499755859375,Stayed,NULL,NULL
0488-GSLFR,Female,41,0,0,Taylorsville,95983,40.05368423461914,-120.74311828613281,0,1,None,1,8.3100004196167,0,1,Fiber Optic,27,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,69.5,69.5,0,0,8.3100004196167,77.80999755859375,Churned,Dissatisfaction,Product dissatisfaction
0489-WMEMG,Female,61,0,3,Korbel,95550,40.7666015625,-123.80458068847656,0,23,Offer D,1,25.850000381469727,0,1,Cable,53,0,0,0,1,0,0,0,1,One Year,1,Bank Withdrawal,49.45000076293945,1119.3499755859375,0,0,594.5499877929688,1713.9000244140625,Stayed,NULL,NULL
0491-KAPQG,Male,28,0,0,Pine Valley,91962,32.8006706237793,-116.48336029052734,0,21,Offer D,1,28.540000915527344,1,1,Fiber Optic,42,0,0,0,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,73.69999694824219,1558.699951171875,0,0,599.3400268554688,2158.0400390625,Stayed,NULL,NULL
0495-RVCBF,Female,39,0,0,Santa Rosa,95401,38.46051788330078,-122.79033660888672,0,1,None,1,33.880001068115234,0,1,Fiber Optic,26,0,0,0,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,79.69999694824219,79.69999694824219,0,0,33.880001068115234,113.58000183105469,Churned,Dissatisfaction,Poor expertise of online support
0495-ZBNGW,Male,78,1,0,Loma Mar,94021,37.266387939453125,-122.26307678222656,1,5,None,1,6.659999847412109,1,1,Fiber Optic,14,0,0,1,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,-1,343.95001220703125,0,20,33.29999923706055,397.25,Churned,Competitor,Competitor offered more data
0496-AHOOK,Male,61,1,0,Bangor,95914,39.396583557128906,-121.38028717041016,10,24,Offer C,1,32.86000061035156,0,1,Cable,30,1,0,0,1,1,1,1,1,One Year,0,Bank Withdrawal,74.4000015258789,1712.9000244140625,0,0,788.6400146484375,2501.5400390625,Stayed,NULL,NULL
0504-HHAPI,Female,72,0,0,Guinda,95637,38.83073806762695,-122.19620513916016,0,27,None,1,16.940000534057617,1,1,Fiber Optic,11,0,0,1,0,0,1,0,1,Month-to-Month,0,Credit Card,88.30000305175781,2467.75,0,0,457.3800048828125,2925.1298828125,Churned,Other,Don't know
0505-SPOOW,Female,41,1,0,Riverside,92508,33.885498046875,-117.32495880126953,7,70,Offer A,1,11.710000038146973,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Two Year,0,Bank Withdrawal,19.799999237060547,1397.6500244140625,0,0,819.7000122070312,2217.35009765625,Stayed,NULL,NULL
0506-LVNGN,Female,78,0,0,Rancho Cordova,95742,38.59113311767578,-121.16158294677734,0,5,None,1,42.33000183105469,0,1,Fiber Optic,9,0,0,1,0,0,0,0,1,Month-to-Month,1,Credit Card,75.55000305175781,349.6499938964844,0,0,211.64999389648438,561.2999877929688,Churned,Competitor,Competitor had better devices
0506-YLVKJ,Male,54,1,1,Sultana,93666,36.545352935791016,-119.33853149414062,1,46,None,1,45.91999816894531,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Two Year,1,Credit Card,20.200000762939453,917.4500122070312,0,0,2112.320068359375,3029.77001953125,Stayed,NULL,NULL
0508-OOLTO,Female,33,1,1,Fort Irwin,92310,35.349239349365234,-116.77027893066406,5,2,None,1,29.030000686645508,0,1,Fiber Optic,10,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,71.6500015258789,135.75,0,0,58.060001373291016,193.80999755859375,Joined,NULL,NULL
0508-SQWPL,Female,32,1,3,La Mesa,91941,32.75932693481445,-116.99726104736328,9,57,Offer B,1,26.670000076293945,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Two Year,1,Bank Withdrawal,20.100000381469727,1087.699951171875,0,0,1520.18994140625,2607.889892578125,Stayed,NULL,NULL
0511-JTEOY,Female,41,0,0,Canyon Dam,95923,40.17131042480469,-121.12060546875,0,1,Offer E,1,10.1899995803833,0,1,Fiber Optic,9,0,0,0,0,0,0,0,1,Month-to-Month,0,Mailed Check,71.0999984741211,71.0999984741211,0,0,10.1899995803833,81.29000091552734,Churned,Competitor,Competitor made better offer
0512-FLFDW,Female,74,1,0,Palomar Mountain,92060,33.309852600097656,-116.82308959960938,3,60,None,1,27.68000030517578,1,1,Fiber Optic,26,0,0,1,0,1,1,0,1,One Year,1,Credit Card,100.5,6029,0,0,1660.800048828125,7689.7998046875,Stayed,NULL,NULL
0513-RBGPE,Male,57,1,0,Rancho Santa Fe,92091,32.993560791015625,-117.20712280273438,6,37,None,1,4.5,1,1,DSL,9,1,0,1,1,0,0,0,1,Two Year,1,Credit Card,62.79999923706055,2278.75,16.969999313354492,0,166.5,2428.280029296875,Stayed,NULL,NULL
0515-YPMCW,Male,42,0,0,San Jose,95116,37.350284576416016,-121.85285186767578,0,1,None,1,42.869998931884766,0,1,Fiber Optic,8,0,0,0,0,0,0,0,0,Month-to-Month,1,Credit Card,70.44999694824219,70.44999694824219,0,10,42.869998931884766,123.31999969482422,Churned,Competitor,Competitor had better devices
0516-OOHAR,Male,39,1,2,Topanga,90290,34.11519241333008,-118.61016845703125,8,28,None,1,7.730000019073486,0,1,Fiber Optic,13,0,1,1,0,1,1,1,1,One Year,0,Bank Withdrawal,100.3499984741211,2799,0,0,216.44000244140625,3015.43994140625,Stayed,NULL,NULL
0516-QREYC,Female,78,0,0,Capay,95607,38.6816520690918,-122.13056945800781,0,24,None,1,18.389999389648438,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Two Year,1,Credit Card,20.299999237060547,459.95001220703125,0,0,441.3599853515625,901.3099975585938,Stayed,NULL,NULL
0516-UXRMT,Female,27,0,0,Oxnard,93033,34.1566276550293,-119.11721801757812,0,62,None,1,23.8799991607666,1,1,Fiber Optic,47,1,1,1,0,0,0,0,1,One Year,1,Bank Withdrawal,92.05000305175781,5755.7998046875,14.210000038146973,0,1480.56005859375,7222.14990234375,Stayed,NULL,NULL
0516-VRYBW,Female,39,0,0,Stanton,90680,33.8018684387207,-117.99507141113281,0,18,Offer D,1,8.949999809265137,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,One Year,0,Bank Withdrawal,20.149999618530273,390.8500061035156,0,0,161.10000610351562,551.9500122070312,Churned,Attitude,Attitude of support person
0516-WJVXC,Female,21,0,0,Sacramento,95818,38.556304931640625,-121.49581909179688,0,5,None,1,3.609999895095825,0,1,DSL,69,1,0,0,1,0,0,0,1,Month-to-Month,0,Bank Withdrawal,54.20000076293945,308.25,0,0,18.049999237060547,326.29998779296875,Churned,Dissatisfaction,Network reliability
0519-DRGTI,Female,58,1,3,Stockton,95219,38.029727935791016,-121.38800048828125,9,20,None,1,42.459999084472656,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Month-to-Month,0,Credit Card,20.350000381469727,442.6000061035156,0,0,849.2000122070312,1291.800048828125,Stayed,NULL,NULL
0519-XUZJU,Female,56,0,0,Felton,95018,37.089111328125,-122.06221008300781,0,1,None,1,26,0,1,Fiber Optic,8,0,0,0,0,0,0,0,1,Month-to-Month,0,Mailed Check,70.75,70.75,0,0,26,96.75,Churned,Dissatisfaction,Service dissatisfaction
0520-FDVVT,Male,26,0,0,Lewiston,96052,40.70429229736328,-122.80390167236328,0,35,None,1,39.84000015258789,0,1,Fiber Optic,48,0,1,1,0,1,1,1,1,One Year,1,Bank Withdrawal,102.3499984741211,3626.10009765625,0,0,1394.4000244140625,5020.5,Churned,Price,Price too high
0523-VNGTF,Female,78,0,0,Sun Valley,91352,34.23105239868164,-118.33831024169922,0,52,None,0,NULL,NULL,1,DSL,23,0,1,1,1,1,0,0,1,Two Year,1,Bank Withdrawal,50.5,2566.300048828125,0,0,0,2566.300048828125,Stayed,NULL,NULL
0524-IAVZO,Female,25,1,0,Anza,92539,33.52760314941406,-116.66654968261719,1,30,Offer C,1,4.820000171661377,1,1,Fiber Optic,41,0,0,0,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,85,2624.25,0,0,144.60000610351562,2768.85009765625,Churned,Other,Don't know
0526-SXDJP,Male,36,1,0,Bell,90201,33.97034454345703,-118.17137145996094,7,72,Offer A,0,NULL,NULL,1,Cable,17,1,1,1,0,0,0,0,1,Two Year,0,Bank Withdrawal,42.099998474121094,2962,0,0,0,2962,Stayed,NULL,NULL
0529-ONKER,Male,70,0,0,Forest Ranch,95942,40.0770263671875,-121.49417114257812,0,15,Offer D,1,46.380001068115234,1,1,Fiber Optic,19,0,0,0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,75.6500015258789,1146.6500244140625,0,0,695.7000122070312,1842.3499755859375,Churned,Attitude,Attitude of support person
0530-IJVDB,Male,36,0,2,Jamul,91935,32.695682525634766,-116.79838562011719,0,70,Offer A,1,26.670000076293945,1,1,Fiber Optic,17,1,1,1,1,1,1,1,1,Two Year,1,Bank Withdrawal,114.5999984741211,7882.5,0,0,1866.9000244140625,9749.400390625,Stayed,NULL,NULL
0531-XBKMM,Male,37,0,2,Azusa,91702,34.17449188232422,-117.87068176269531,0,66,None,1,32.119998931884766,1,1,DSL,17,1,1,0,1,0,0,0,1,Two Year,0,Bank Withdrawal,65.69999694824219,4378.89990234375,0,0,2119.919921875,6498.81982421875,Stayed,NULL,NULL
0531-ZZJWQ,Male,68,1,0,Fallbrook,92028,33.36257553100586,-117.29964447021484,6,55,None,1,42.900001525878906,1,1,Fiber Optic,27,0,0,0,0,0,0,0,1,Two Year,1,Bank Withdrawal,74,4052.39990234375,0,0,2359.5,6411.89990234375,Stayed,NULL,NULL
0533-BNWKF,Female,66,1,0,San Diego,92122,32.85723114013672,-117.20977020263672,2,55,Offer B,1,42.81999969482422,1,1,Fiber Optic,27,0,1,1,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,85.44999694824219,4874.7001953125,0,90,2355.10009765625,7319.7998046875,Churned,Competitor,Competitor made better offer
0533-UCAAU,Male,72,1,0,Montgomery Creek,96065,40.8775520324707,-121.8858871459961,2,57,None,1,48.15999984741211,1,1,DSL,10,0,1,1,0,1,0,0,1,One Year,1,Credit Card,71.0999984741211,4140.10009765625,0,0,2745.1201171875,6885.22021484375,Stayed,NULL,NULL
0536-ACXIP,Female,34,1,0,Lodi,95242,38.12808609008789,-121.40779876708984,9,72,None,1,44.20000076293945,1,1,Fiber Optic,2,1,1,1,0,1,1,1,1,Two Year,1,Bank Withdrawal,109.55000305175781,8165.10009765625,0,0,3182.39990234375,11347.5,Stayed,NULL,NULL
0536-BGFMZ,Female,27,1,0,Leggett,95585,39.87337112426758,-123.74147033691406,3,28,None,1,42.33000183105469,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Month-to-Month,0,Credit Card,20.5,563.0499877929688,0,0,1185.239990234375,1748.2900390625,Stayed,NULL,NULL
0536-ESJEP,Male,48,1,0,Rough And Ready,95975,39.22563552856445,-121.15616607666016,8,54,None,1,14.180000305175781,0,1,DSL,25,1,1,0,0,1,1,1,1,Two Year,1,Bank Withdrawal,74.55000305175781,4191.4501953125,0,0,765.719970703125,4957.169921875,Stayed,NULL,NULL
0537-QYZZN,Male,66,1,2,Petaluma,94952,38.23701858520508,-122.77871704101562,6,24,Offer C,1,4.059999942779541,1,1,Fiber Optic,28,1,0,0,0,0,0,0,1,Two Year,1,Bank Withdrawal,79.8499984741211,1857.75,0,0,97.44000244140625,1955.18994140625,Stayed,NULL,NULL
0541-FITGH,Female,59,1,0,Hornitos,95325,37.47992706298828,-120.23042297363281,6,2,Offer E,1,48.38999938964844,0,1,Cable,24,1,0,0,0,0,1,1,1,Month-to-Month,1,Mailed Check,62.150001525878906,113.0999984741211,0,0,96.77999877929688,209.8800048828125,Joined,NULL,NULL
0547-HURJB,Male,19,0,2,Dixon,95620,38.392822265625,-121.79991912841797,0,12,Offer D,1,19.3799991607666,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Month-to-Month,0,Credit Card,21.049999237060547,235.8000030517578,0,0,232.55999755859375,468.3599853515625,Stayed,NULL,NULL
0549-CYCQN,Male,69,0,0,Flournoy,96029,39.84783935546875,-122.5445556640625,0,51,None,1,24.920000076293945,1,1,Fiber Optic,11,0,1,0,0,0,0,0,1,One Year,1,Bank Withdrawal,79.5999984741211,3974.699951171875,16.729999542236328,0,1270.9200439453125,5228.89013671875,Stayed,NULL,NULL
0550-DCXLH,Male,64,0,0,Thermal,92274,33.536041259765625,-116.11922454833984,0,13,None,1,40.9900016784668,0,1,DSL,21,0,1,0,1,1,1,1,1,Month-to-Month,0,Mailed Check,73.3499984741211,931.5499877929688,49.02000045776367,0,532.8699951171875,1415.4000244140625,Stayed,NULL,NULL
0556-FJEGU,Male,26,0,0,Lafayette,94549,37.90777587890625,-122.12715911865234,0,58,Offer B,1,47.470001220703125,0,1,DSL,69,0,1,1,1,1,0,0,1,Two Year,0,Bank Withdrawal,70.0999984741211,4048.949951171875,0,0,2753.260009765625,6802.2099609375,Stayed,NULL,NULL
0557-ASKVU,Female,43,1,0,Beverly Hills,90210,34.099891662597656,-118.41433715820312,2,18,Offer D,1,44.970001220703125,0,1,Cable,7,0,0,1,1,0,0,0,1,One Year,1,Credit Card,54.400001525878906,957.0999755859375,0,0,809.4600219726562,1766.56005859375,Stayed,NULL,NULL
0559-CKHUS,Female,44,1,0,Pleasanton,94588,37.68505096435547,-121.91206359863281,6,29,Offer C,1,49.959999084472656,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Two Year,1,Credit Card,19.549999237060547,521.7999877929688,0,0,1448.8399658203125,1970.6400146484375,Stayed,NULL,NULL
0562-FGDCR,Female,61,1,3,Whitmore,96096,40.63710403442383,-121.90695190429688,9,72,None,1,21.84000015258789,1,1,DSL,30,1,1,0,1,1,0,0,1,Two Year,0,Credit Card,74.55000305175781,5430.64990234375,0,0,1572.47998046875,7003.1298828125,Stayed,NULL,NULL
0562-HKHML,Male,39,1,1,Alameda,94502,37.724815368652344,-122.224365234375,9,71,Offer A,1,18.989999771118164,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Two Year,0,Credit Card,23.899999618530273,1626.4000244140625,0,0,1348.2900390625,2974.68994140625,Stayed,NULL,NULL
0562-KBDVM,Female,62,0,0,Herald,95638,38.313446044921875,-121.12388610839844,0,70,Offer A,0,NULL,NULL,1,DSL,11,1,1,1,1,0,0,0,1,Two Year,1,Bank Withdrawal,44.599998474121094,3058.14990234375,0,0,0,3058.14990234375,Stayed,NULL,NULL
0564-JJHGS,Male,45,0,0,Guerneville,95446,38.525760650634766,-123.01334381103516,0,9,None,1,19.219999313354492,1,1,Fiber Optic,10,0,0,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,95.5,829.0999755859375,0,0,172.97999572753906,1002.0800170898438,Churned,Dissatisfaction,Limited range of services
0564-MUUQK,Female,28,1,2,Imperial Beach,91932,32.57913589477539,-117.11901092529297,5,20,None,1,38.709999084472656,1,1,Fiber Optic,48,0,0,1,1,0,1,1,1,Month-to-Month,1,Bank Withdrawal,95.5,1916.199951171875,0,0,774.2000122070312,2690.39990234375,Stayed,NULL,NULL
0565-IYCGT,Male,51,0,0,San Diego,92117,32.8250846862793,-117.19942474365234,0,69,Offer A,1,29.3799991607666,1,1,DSL,9,1,1,1,1,0,1,1,1,One Year,1,Credit Card,78.5999984741211,5356.4501953125,0,0,2027.219970703125,7383.669921875,Churned,Competitor,Competitor made better offer
0565-JUPYD,Male,26,0,0,Benicia,94510,38.11353302001953,-122.1192626953125,0,63,None,1,21.450000762939453,1,1,Fiber Optic,85,1,1,1,1,1,0,0,1,One Year,0,Credit Card,104.5,6590.7998046875,0,0,1351.3499755859375,7942.14990234375,Stayed,NULL,NULL
0567-GGCAC,Female,38,0,0,Biola,93606,36.79888153076172,-120.0195083618164,0,7,None,1,15.84000015258789,0,1,DSL,14,1,1,1,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,61.400001525878906,438.8999938964844,0,0,110.87999725341797,549.780029296875,Stayed,NULL,NULL
0567-XRHCU,Female,19,1,1,Los Angeles,90049,34.091827392578125,-118.49124145507812,7,69,None,0,NULL,NULL,1,DSL,59,1,0,1,0,0,1,1,1,Two Year,1,Credit Card,43.95000076293945,2960.10009765625,0,0,0,2960.10009765625,Stayed,NULL,NULL
0568-ONFPC,Male,34,1,1,San Francisco,94112,37.720497131347656,-122.443115234375,1,5,Offer E,1,40.04999923706055,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Month-to-Month,1,Bank Withdrawal,25.899999618530273,135,0,0,200.25,335.25,Churned,Other,Moved
0570-BFQHT,Female,38,0,0,Anderson,96007,40.448631286621094,-122.30665588378906,0,9,None,1,32.56999969482422,0,1,Fiber Optic,13,0,1,1,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,80.55000305175781,653.9000244140625,2.2799999713897705,0,293.1300048828125,944.75,Stayed,NULL,NULL
0572-ZJKLT,Female,32,1,1,Chester,96020,40.243492126464844,-121.15473175048828,10,46,Offer B,1,49.2599983215332,1,1,Fiber Optic,18,1,0,1,1,0,1,1,1,Two Year,0,Credit Card,99.6500015258789,4630.2001953125,9.350000381469727,0,2265.9599609375,6886.81005859375,Stayed,NULL,NULL
0575-CUQOV,Male,76,1,0,Hilmar,95324,37.394535064697266,-120.8907470703125,10,60,Offer B,1,17.049999237060547,0,1,Fiber Optic,21,0,1,1,0,1,1,0,1,One Year,1,Bank Withdrawal,97.94999694824219,5867,0,0,1023,6890,Stayed,NULL,NULL
0576-WNXXC,Male,70,1,0,Parlier,93648,36.62223815917969,-119.52112579345703,1,27,None,1,39.4900016784668,1,1,Fiber Optic,7,0,1,1,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,95.55000305175781,2510.199951171875,0,0,1066.22998046875,3576.429931640625,Churned,Dissatisfaction,Service dissatisfaction
0577-WHMEV,Female,19,1,0,San Jose,95133,37.37186050415039,-121.8603515625,2,16,Offer D,1,27.829999923706055,1,1,Fiber Optic,52,1,1,1,0,0,0,1,1,Month-to-Month,0,Bank Withdrawal,90.69999694824219,1374.9000244140625,0,0,445.2799987792969,1820.1800537109375,Stayed,NULL,NULL
0578-SKVMF,Female,23,1,0,Seeley,92273,32.790283203125,-115.68955993652344,4,22,None,1,4.010000228881836,0,1,Cable,53,0,1,0,0,0,1,1,1,Month-to-Month,0,Bank Withdrawal,83.30000305175781,1845.9000244140625,0,0,88.22000122070312,1934.1199951171875,Churned,Competitor,Competitor had better devices
0580-PIQHM,Female,21,1,1,Riverside,92503,33.890045166015625,-117.45558166503906,7,41,Offer B,1,14.729999542236328,1,1,Fiber Optic,82,1,1,1,0,0,1,1,1,One Year,1,Bank Withdrawal,101.5999984741211,3930.550048828125,0,0,603.9299926757812,4534.47998046875,Stayed,NULL,NULL
0581-BXBUB,Female,76,0,0,Penn Valley,95946,39.20381546020508,-121.19583892822266,0,4,None,1,35.66999816894531,0,1,Fiber Optic,8,0,1,0,0,0,0,0,1,Two Year,0,Bank Withdrawal,72.75,317.75,0,0,142.67999267578125,460.42999267578125,Stayed,NULL,NULL
0581-MDMPW,Female,63,0,0,San Jose,95148,37.339534759521484,-121.77717590332031,0,24,Offer C,1,44.09000015258789,1,1,Fiber Optic,9,0,0,1,0,1,0,0,1,Month-to-Month,1,Credit Card,88.94999694824219,2072.75,0,0,1058.1600341796875,3130.909912109375,Stayed,NULL,NULL
0582-AVCLN,Female,43,0,0,Bakersfield,93304,35.33979415893555,-119.02355194091797,0,38,None,1,43.189998626708984,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Two Year,0,Credit Card,20.299999237060547,743.0499877929688,0,0,1641.219970703125,2384.27001953125,Stayed,NULL,NULL
0584-BJQGZ,Female,19,0,0,Taylorsville,95983,40.05368423461914,-120.74311828613281,0,25,None,1,28.049999237060547,1,1,Cable,85,1,1,1,1,1,0,0,1,Month-to-Month,1,Bank Withdrawal,78.3499984741211,1837.9000244140625,0,0,701.25,2539.14990234375,Stayed,NULL,NULL
0585-EGDDA,Male,41,1,0,Etna,96027,41.40519332885742,-123.0085678100586,8,40,Offer B,1,39.220001220703125,0,1,Fiber Optic,27,0,1,1,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,80,3168.75,41.7400016784668,0,1568.800048828125,4695.81005859375,Stayed,NULL,NULL
0587-DMGBH,Female,48,0,0,Willows,95988,39.49399185180664,-122.28636169433594,0,8,None,1,37.790000915527344,0,1,Cable,25,1,0,0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,49.849998474121094,365.54998779296875,13.010000228881836,10,302.32000732421875,664.8599853515625,Churned,Competitor,Competitor offered higher download speeds
0594-UFTUL,Male,35,1,3,Mather,95655,38.54982376098633,-121.2667236328125,1,13,Offer D,1,40.20000076293945,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Month-to-Month,1,Credit Card,19.850000381469727,252,0,0,522.5999755859375,774.5999755859375,Stayed,NULL,NULL
0595-ITUDF,Male,21,1,1,Fairfax,94930,37.97175216674805,-122.61186981201172,0,64,None,1,34.58000183105469,1,1,Fiber Optic,27,1,1,1,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,91.80000305175781,5960.5,0,0,2213.1201171875,8173.6201171875,Stayed,NULL,NULL
